First Resource;Second Resource;Resource type;Time difference between them;Second Time difference between them;Median between them;Percentile 5 between them;Percentile 95 between them
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;74-https://abs.twimg.com/responsive-web/client-web/loader.AbsolutePower.7afa1645.js;fetch;19.0;4.0;11.5;4.0;19.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;75-https://abs.twimg.com/responsive-web/client-web/loader.AppModules.a3bc0635.js;script;58.0;11.0;34.5;11.0;58.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;76-https://abs.twimg.com/responsive-web/client-web/loader.AudioOnlyVideoPlayer.2e540bf5.js;fetch;28.0;36.0;32.0;28.0;36.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;77-https://abs.twimg.com/responsive-web/client-web/loader.DMDrawer.99bf2f35.js;fetch;10.0;21.0;15.5;10.0;21.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;78-https://abs.twimg.com/responsive-web/client-web/loader.DashMenu.224a0d85.js;fetch;16.0;22.0;19.0;16.0;22.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;79-https://abs.twimg.com/responsive-web/client-web/loader.ExploreSidebar.93a9eae5.js;fetch;18.0;22.0;20.0;18.0;22.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;80-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackSheet.0fc2cf95.js;fetch;30.0;36.0;33.0;30.0;36.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;81-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackTombstone.360641a5.js;fetch;33.0;35.0;34.0;33.0;35.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;82-https://abs.twimg.com/responsive-web/client-web/loader.HWCard.3fb9c0d5.js;fetch;11.0;14.0;12.5;11.0;14.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;83-https://abs.twimg.com/responsive-web/client-web/loader.NewTweetsPill.7954d725.js;fetch;33.0;37.0;35.0;33.0;37.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;84-https://abs.twimg.com/responsive-web/client-web/loader.PeriscopeOverlay.9f730155.js;fetch;13.0;39.0;26.0;13.0;39.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;85-https://abs.twimg.com/responsive-web/client-web/loader.ProfileClusterFollow.6e1fc6a5.js;fetch;9.0;23.0;16.0;9.0;23.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;86-https://abs.twimg.com/responsive-web/client-web/loader.PushNotificationsPrompt.dd4d8de5.js;fetch;34.0;37.0;35.5;34.0;37.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;87-https://abs.twimg.com/responsive-web/client-web/loader.SideNav.184cefe5.js;script;58.0;15.0;36.5;15.0;58.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;88-https://abs.twimg.com/responsive-web/client-web/loader.SignupModule.55bfeaf5.js;fetch;34.0;37.0;35.5;34.0;37.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;89-https://abs.twimg.com/responsive-web/client-web/loader.TimelineRenderer.667dfd65.js;fetch;9.0;20.0;14.5;9.0;20.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;90-https://abs.twimg.com/responsive-web/client-web/loader.TweetCurationActionMenu.21941e15.js;fetch;9.0;16.0;12.5;9.0;16.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;91-https://abs.twimg.com/responsive-web/client-web/loader.Typeahead.2fef70a5.js;fetch;13.0;16.0;14.5;13.0;16.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;92-https://abs.twimg.com/responsive-web/client-web/loader.WideLayout.18d88755.js;fetch;10.0;16.0;13.0;10.0;16.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;93-https://abs.twimg.com/responsive-web/client-web/loader.directMessagesData.c0ebe365.js;fetch;12.0;15.0;13.5;12.0;15.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;94-https://abs.twimg.com/responsive-web/client-web/loader.graphQLDarkReads.a6064145.js;fetch;17.0;36.0;26.5;17.0;36.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;95-https://abs.twimg.com/responsive-web/client-web/loader.personalizationData.df0da5a5.js;fetch;17.0;17.0;17.0;17.0;17.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;96-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerBase.94bee5b5.js;fetch;7.0;4.0;5.5;4.0;7.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;97-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerHls13.49f959e5.js;fetch;11.0;13.0;12.0;11.0;13.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;98-https://api.twitter.com/1.1/branch/init.json;xhr;185.0;189.0;187.0;185.0;189.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;99-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerUi.06e3c8c5.js;fetch;8.0;12.0;10.0;8.0;12.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;100-https://abs.twimg.com/responsive-web/client-web/loaders.video.VideoPlayerDefaultUI.f450a855.js;fetch;13.0;10.0;11.5;10.0;13.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;101-https://abs.twimg.com/responsive-web/client-web/sharedCore.2ebf8535.js;script;53.0;63.0;58.0;53.0;63.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;102-https://abs.twimg.com/responsive-web/client-web/shared~bundle.ComposeMedia~bundle.Display~bundle.Ocf~bundle.Settings~bundle.SettingsProfile~bundle.UserLists~.a980b805.js;script;58.0;3.0;30.5;3.0;58.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;103-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Compose~bundle.RichTextCompose~bundle.PlainTextCompose.086daa95.js;fetch;10.0;14.0;12.0;10.0;14.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;104-https://abs.twimg.com/responsive-web/client-web/shared~bundle.DirectMessages~bundle.TweetMediaDetail~bundle.UserAvatar.089346f5.js;fetch;16.0;16.0;16.0;16.0;16.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;105-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Explore~loader.ExploreSidebar.10a9ac55.js;fetch;15.0;20.0;17.5;15.0;20.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;106-https://abs.twimg.com/responsive-web/client-web/shared~bundle.LiveEvent~bundle.UserMoments.d11fd7f5.js;fetch;12.0;17.0;14.5;12.0;17.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;107-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Ocf~bundle.SettingsProfile~bundle.UserLists.c5b4e325.js;script;57.0;2.0;29.5;2.0;57.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;108-https://abs.twimg.com/responsive-web/client-web/shared~bundle.RichTextCompose~bundle.DMRichTextCompose~ondemand.RichText.18f02845.js;fetch;3.0;4.0;3.5;3.0;4.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;109-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Settings~bundle.SettingsTransparency.35d6b065.js;fetch;10.0;22.0;16.0;10.0;22.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;110-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Settings~ondemand.SettingsInternals~bundle.SettingsTransparency~bundle.SettingsRevamp~ondemand..53d9f0b5.js;fetch;16.0;19.0;17.5;16.0;19.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;111-https://abs.twimg.com/responsive-web/client-web/shared~bundle.TopicPeek~ondemand.EmojiPicker.9e4d43f5.js;fetch;15.0;17.0;16.0;15.0;17.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;112-https://abs.twimg.com/responsive-web/client-web/shared~loader.DMDrawer~bundle.Compose~bundle.RichTextCompose~bundle.DirectMessages~bundle.DMRichTextCompose~b.d89d1b25.js;script;57.0;0.0;28.5;0.0;57.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;113-https://abs.twimg.com/responsive-web/client-web/shared~loader.DMDrawer~bundle.DirectMessages~bundle.DMRichTextCompose.0fdb94f5.js;fetch;8.0;14.0;11.0;8.0;14.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;114-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.EmojiPickerData~ondemand.EmojiPicker.3e673d75.js;script;56.0;23.0;39.5;23.0;56.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;115-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.InlinePlayer~loader.AudioOnlyVideoPlayer.d09f00a5.js;fetch;11.0;86.0;48.5;11.0;86.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;116-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.SettingsInternals~ondemand.SettingsRevamp.ebe779d5.js;fetch;17.0;15.0;16.0;15.0;17.0
20-https://api.twitter.com/1.1/account/personalization/sync_optout_settings.json;117-https://api.twitter.com/1.1/onboarding/begin_verification.json;xhr;299.0;221.0;260.0;221.0;299.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;22-https://abs.twimg.com/responsive-web/client-web/bundle.ConversationParticipants.50512225.js;fetch;2.0;3.0;2.5;2.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;23-https://abs.twimg.com/responsive-web/client-web/bundle.DMRichTextCompose.1ecb3185.js;fetch;19.0;10.0;14.5;10.0;19.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;24-https://abs.twimg.com/responsive-web/client-web/bundle.DirectMessages.7929f015.js;fetch;7.0;0.0;3.5;0.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;25-https://abs.twimg.com/responsive-web/client-web/bundle.Display.81a6a0f5.js;fetch;4.0;6.0;5.0;4.0;6.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;26-https://abs.twimg.com/responsive-web/client-web/bundle.Download.528e10b5.js;fetch;18.0;7.0;12.5;7.0;18.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;27-https://abs.twimg.com/responsive-web/client-web/bundle.Explore.160c2605.js;fetch;14.0;6.0;10.0;6.0;14.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;28-https://abs.twimg.com/responsive-web/client-web/bundle.ExploreTopics.08332ba5.js;fetch;17.0;18.0;17.5;17.0;18.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;29-https://abs.twimg.com/responsive-web/client-web/bundle.FollowerRequests.93dcf555.js;fetch;2.0;18.0;10.0;2.0;18.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;30-https://abs.twimg.com/responsive-web/client-web/bundle.GenericTimeline.8898c485.js;fetch;4.0;20.0;12.0;4.0;20.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;31-https://abs.twimg.com/responsive-web/client-web/bundle.GifSearch.860d5a25.js;fetch;2.0;18.0;10.0;2.0;18.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;32-https://abs.twimg.com/responsive-web/client-web/bundle.HomeTimeline.47591f45.js;fetch;4.0;2.0;3.0;2.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;33-https://abs.twimg.com/responsive-web/client-web/bundle.KeyboardShortcuts.4b89a7b5.js;fetch;3.0;23.0;13.0;3.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;34-https://abs.twimg.com/responsive-web/client-web/bundle.LiveEvent.0ef98e55.js;fetch;0.0;0.0;0.0;0.0;0.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;35-https://abs.twimg.com/responsive-web/client-web/bundle.LoggedOutHome.64591565.js;fetch;4.0;2.0;3.0;2.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;36-https://abs.twimg.com/responsive-web/client-web/bundle.Login.c10dc445.js;fetch;1.0;5.0;3.0;1.0;5.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;37-https://abs.twimg.com/responsive-web/client-web/bundle.Logout.5d1a8925.js;fetch;16.0;22.0;19.0;16.0;22.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;38-https://abs.twimg.com/responsive-web/client-web/bundle.Moment.28e17375.js;fetch;18.0;21.0;19.5;18.0;21.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;39-https://abs.twimg.com/responsive-web/client-web/bundle.MomentMaker.5fae57b5.js;fetch;70.0;49.0;59.5;49.0;70.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;40-https://abs.twimg.com/responsive-web/client-web/bundle.MultiAccount.0a8798a5.js;fetch;18.0;3.0;10.5;3.0;18.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;41-https://abs.twimg.com/responsive-web/client-web/bundle.NetworkInstrument.77e96205.js;script;44.0;14.0;29.0;14.0;44.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;42-https://abs.twimg.com/responsive-web/client-web/bundle.NewsLanding.0f877985.js;fetch;18.0;24.0;21.0;18.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;43-https://abs.twimg.com/responsive-web/client-web/bundle.NotMyAccount.49a42f15.js;fetch;19.0;22.0;20.5;19.0;22.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;44-https://abs.twimg.com/responsive-web/client-web/bundle.NotificationDetail.ca3b4bb5.js;fetch;8.0;24.0;16.0;8.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;45-https://abs.twimg.com/responsive-web/client-web/bundle.Notifications.95e3c2d5.js;fetch;2.0;6.0;4.0;2.0;6.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;46-https://abs.twimg.com/responsive-web/client-web/bundle.Ocf.6a0022c5.js;script;43.0;28.0;35.5;28.0;43.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;47-https://abs.twimg.com/responsive-web/client-web/bundle.Place.32e863e5.js;fetch;10.0;0.0;5.0;0.0;10.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;48-https://api.twitter.com/1.1/users/phone_number_available.json?raw_phone_number=968597440;xhr;211.0;211.0;211.0;211.0;211.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;49-https://abs.twimg.com/responsive-web/client-web/bundle.PlainTextCompose.15363145.js;fetch;17.0;23.0;20.0;17.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;50-https://abs.twimg.com/responsive-web/client-web/bundle.ProfileRedirect.e163f3c5.js;fetch;18.0;26.0;22.0;18.0;26.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;51-https://abs.twimg.com/responsive-web/client-web/bundle.QuoteTweetActivity.dc65c685.js;fetch;1.0;8.0;4.5;1.0;8.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;52-https://abs.twimg.com/responsive-web/client-web/bundle.Report.9ac29175.js;fetch;0.0;6.0;3.0;0.0;6.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;53-https://abs.twimg.com/responsive-web/client-web/bundle.RichTextCompose.ba3a2205.js;fetch;17.0;21.0;19.0;17.0;21.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;54-https://abs.twimg.com/responsive-web/client-web/bundle.Search.b85ce6d5.js;fetch;1.0;5.0;3.0;1.0;5.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;55-https://abs.twimg.com/responsive-web/client-web/bundle.Settings.ecea7bc5.js;fetch;0.0;5.0;2.5;0.0;5.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;56-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsInternals.6180a0f5.js;fetch;2.0;0.0;1.0;0.0;2.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;57-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsProfile.1d9aaa35.js;fetch;2.0;7.0;4.5;2.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;58-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsRevamp.5f741095.js;fetch;28.0;2.0;15.0;2.0;28.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;59-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsTransparency.70c54df5.js;fetch;4.0;3.0;3.5;3.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;60-https://abs.twimg.com/responsive-web/client-web/bundle.SmsLogin.3ac9bda5.js;fetch;6.0;7.0;6.5;6.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;61-https://abs.twimg.com/responsive-web/client-web/bundle.TopicPeek.fcd675e5.js;fetch;7.0;10.0;8.5;7.0;10.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;62-https://abs.twimg.com/responsive-web/client-web/bundle.Topics.ccac6215.js;fetch;0.0;7.0;3.5;0.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;63-https://abs.twimg.com/responsive-web/client-web/bundle.Trends.58fc8925.js;fetch;4.0;4.0;4.0;4.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;64-https://abs.twimg.com/responsive-web/client-web/bundle.TweetActivity.5ce47be5.js;fetch;13.0;23.0;18.0;13.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;65-https://abs.twimg.com/responsive-web/client-web/bundle.TweetMediaDetail.28de59d5.js;fetch;1.0;21.0;11.0;1.0;21.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;66-https://abs.twimg.com/responsive-web/client-web/bundle.TweetMediaTags.c63676c5.js;fetch;3.0;2.0;2.5;2.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;67-https://abs.twimg.com/responsive-web/client-web/bundle.Twitterversary.df0007b5.js;fetch;13.0;23.0;18.0;13.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;68-https://abs.twimg.com/responsive-web/client-web/bundle.UserAvatar.160377f5.js;fetch;20.0;27.0;23.5;20.0;27.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;69-https://abs.twimg.com/responsive-web/client-web/bundle.UserFollowLists.627ccb95.js;fetch;1.0;24.0;12.5;1.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;70-https://abs.twimg.com/responsive-web/client-web/bundle.UserLists.2e80abb5.js;fetch;2.0;1.0;1.5;1.0;2.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;71-https://abs.twimg.com/responsive-web/client-web/bundle.UserMoments.da83b3f5.js;fetch;1.0;20.0;10.5;1.0;20.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;72-https://abs.twimg.com/responsive-web/client-web/bundle.UserProfile.08f9ee35.js;fetch;2.0;1.0;1.5;1.0;2.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;73-https://abs.twimg.com/responsive-web/client-web/bundle.UserRedirect.45d40d95.js;fetch;20.0;25.0;22.5;20.0;25.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;74-https://abs.twimg.com/responsive-web/client-web/loader.AbsolutePower.7afa1645.js;fetch;5.0;9.0;7.0;5.0;9.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;75-https://abs.twimg.com/responsive-web/client-web/loader.AppModules.a3bc0635.js;script;44.0;2.0;23.0;2.0;44.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;76-https://abs.twimg.com/responsive-web/client-web/loader.AudioOnlyVideoPlayer.2e540bf5.js;fetch;14.0;23.0;18.5;14.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;77-https://abs.twimg.com/responsive-web/client-web/loader.DMDrawer.99bf2f35.js;fetch;4.0;8.0;6.0;4.0;8.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;78-https://abs.twimg.com/responsive-web/client-web/loader.DashMenu.224a0d85.js;fetch;2.0;9.0;5.5;2.0;9.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;79-https://abs.twimg.com/responsive-web/client-web/loader.ExploreSidebar.93a9eae5.js;fetch;4.0;9.0;6.5;4.0;9.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;80-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackSheet.0fc2cf95.js;fetch;16.0;23.0;19.5;16.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;81-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackTombstone.360641a5.js;fetch;19.0;22.0;20.5;19.0;22.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;82-https://abs.twimg.com/responsive-web/client-web/loader.HWCard.3fb9c0d5.js;fetch;3.0;1.0;2.0;1.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;83-https://abs.twimg.com/responsive-web/client-web/loader.NewTweetsPill.7954d725.js;fetch;19.0;24.0;21.5;19.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;84-https://abs.twimg.com/responsive-web/client-web/loader.PeriscopeOverlay.9f730155.js;fetch;1.0;26.0;13.5;1.0;26.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;85-https://abs.twimg.com/responsive-web/client-web/loader.ProfileClusterFollow.6e1fc6a5.js;fetch;5.0;10.0;7.5;5.0;10.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;86-https://abs.twimg.com/responsive-web/client-web/loader.PushNotificationsPrompt.dd4d8de5.js;fetch;20.0;24.0;22.0;20.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;87-https://abs.twimg.com/responsive-web/client-web/loader.SideNav.184cefe5.js;script;44.0;2.0;23.0;2.0;44.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;88-https://abs.twimg.com/responsive-web/client-web/loader.SignupModule.55bfeaf5.js;fetch;20.0;24.0;22.0;20.0;24.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;89-https://abs.twimg.com/responsive-web/client-web/loader.TimelineRenderer.667dfd65.js;fetch;5.0;7.0;6.0;5.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;90-https://abs.twimg.com/responsive-web/client-web/loader.TweetCurationActionMenu.21941e15.js;fetch;5.0;3.0;4.0;3.0;5.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;91-https://abs.twimg.com/responsive-web/client-web/loader.Typeahead.2fef70a5.js;fetch;1.0;3.0;2.0;1.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;92-https://abs.twimg.com/responsive-web/client-web/loader.WideLayout.18d88755.js;fetch;4.0;3.0;3.5;3.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;93-https://abs.twimg.com/responsive-web/client-web/loader.directMessagesData.c0ebe365.js;fetch;2.0;2.0;2.0;2.0;2.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;94-https://abs.twimg.com/responsive-web/client-web/loader.graphQLDarkReads.a6064145.js;fetch;3.0;23.0;13.0;3.0;23.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;95-https://abs.twimg.com/responsive-web/client-web/loader.personalizationData.df0da5a5.js;fetch;3.0;4.0;3.5;3.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;96-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerBase.94bee5b5.js;fetch;7.0;9.0;8.0;7.0;9.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;97-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerHls13.49f959e5.js;fetch;25.0;0.0;12.5;0.0;25.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;98-https://api.twitter.com/1.1/branch/init.json;xhr;199.0;202.0;200.5;199.0;202.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;99-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerUi.06e3c8c5.js;fetch;6.0;1.0;3.5;1.0;6.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;100-https://abs.twimg.com/responsive-web/client-web/loaders.video.VideoPlayerDefaultUI.f450a855.js;fetch;1.0;3.0;2.0;1.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;101-https://abs.twimg.com/responsive-web/client-web/sharedCore.2ebf8535.js;script;39.0;76.0;57.5;39.0;76.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;102-https://abs.twimg.com/responsive-web/client-web/shared~bundle.ComposeMedia~bundle.Display~bundle.Ocf~bundle.Settings~bundle.SettingsProfile~bundle.UserLists~.a980b805.js;script;44.0;16.0;30.0;16.0;44.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;103-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Compose~bundle.RichTextCompose~bundle.PlainTextCompose.086daa95.js;fetch;4.0;1.0;2.5;1.0;4.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;104-https://abs.twimg.com/responsive-web/client-web/shared~bundle.DirectMessages~bundle.TweetMediaDetail~bundle.UserAvatar.089346f5.js;fetch;2.0;3.0;2.5;2.0;3.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;105-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Explore~loader.ExploreSidebar.10a9ac55.js;fetch;1.0;7.0;4.0;1.0;7.0
21-https://abs.twimg.com/responsive-web/client-web/bundle.Conversation.3f314b95.js;106-https://abs.twimg.com/responsive-web/client-web/shared~bundle.LiveEvent~bundle.UserMoments.d11fd7f5.js;fetch;2.0;4.0;3.0;2.0;4.0
